GENE_NAME	CHROM
MTND4P26	chr2
MTND5P28	chr2
TMEM185B	chr2
RALB	chr2
AC012363.13	chr2
INHBB	chr2
LINC01101	chr2
AC073257.2	chr2
AC073257.1	chr2
Y_RNA	chr2
AC018866.1	chr2
GLI2	chr2
RP11-297J22.1	chr2
Y_RNA	chr2
AC067960.1	chr2
AC079988.3	chr2
TFCP2L1	chr2
AC013399.3	chr2
CLASP1	chr2
RP11-204L24.2	chr2
RNU4ATAC	chr2
Y_RNA	chr2
NIFK-AS1	chr2
RPL12P15	chr2
RP11-416H1.2	chr2
NPM1P32	chr2
NIFK	chr2
TSN	chr2
RP11-416H1.1	chr2
LINC01823	chr2
AC062020.2	chr2
LINC01826	chr2
AC073409.1	chr2
AC092646.1	chr2
AC092646.2	chr2
RP11-329A6.1	chr2
RN7SKP102	chr2
AC079154.1	chr2
CNTNAP5	chr2
MTND5P22	chr2
RP11-56O18.1	chr2
RNA5SP102	chr2
RNU6-259P	chr2
LINC01889	chr2
AC097499.2	chr2
LINC01941	chr2
AC023347.1	chr2
AC023347.2	chr2
YWHAZP2	chr2
GYPC	chr2
AC013474.4	chr2
RNU6-675P	chr2
AC114783.1	chr2
RNU7-182P	chr2
RP11-521O16.1	chr2
RP11-521O16.2	chr2
BIN1	chr2
NIFKP9	chr2
CYP27C1	chr2
AC110926.4	chr2
ERCC3	chr2
MAP3K2	chr2
RNU6-1147P	chr2
AC068282.3	chr2
PROC	chr2
MIR4783	chr2
IWS1	chr2
AC010976.2	chr2
RNU4-48P	chr2
MYO7B	chr2
RP11-286H15.1	chr2
LIMS2	chr2
GPR17	chr2
WDR33	chr2
RNY4P7	chr2
Y_RNA	chr2
RP5-935K16.2	chr2
POLR2D	chr2
Metazoa_SRP	chr2
AMMECR1L	chr2
RP11-395A13.2	chr2
AC012306.2	chr2
SAP130	chr2
AC108059.1	chr2
Y_RNA	chr2
UGGT1	chr2
AC108059.4	chr2
AC108059.2	chr2
DYNLT3P2	chr2
AC017079.3	chr2
AC017079.4	chr2
HS6ST1	chr2
Y_RNA	chr2
RNA5SP103	chr2
ISCA1P6	chr2
AC012451.1	chr2
AC068483.1	chr2
LINC01854	chr2
AC019050.1	chr2
AC079776.1	chr2
PLAC9P1	chr2
LINC01856	chr2
AC079776.4	chr2
RAB6C-AS1	chr2
RAB6C	chr2
FAR2P1	chr2
AC079776.6	chr2
AC018865.5	chr2
ARHGAP42P2	chr2
KLF2P1	chr2
CYP4F27P	chr2
POTEF	chr2
AC018865.11	chr2
AC018804.3	chr2
RNU6-1049P	chr2
MED15P9	chr2
CCDC74B	chr2
SMPD4	chr2
MZT2B	chr2
TUBA3E	chr2
AC018804.6	chr2
RHOQP3	chr2
NOC2LP1	chr2
AC134915.1	chr2
MED15P5	chr2
MTND1P29	chr2
MTND2P22	chr2
MTCO1P7	chr2
MTCO2P7	chr2
MTATP6P7	chr2
MTCO3P7	chr2
RP11-803A13.2	chr2
RP11-803A13.3	chr2
MTND4P27	chr2
MTND5P29	chr2
MTND6P8	chr2
MTCYBP8	chr2
AC068137.13	chr2
RP11-803A13.1	chr2
AC132479.4	chr2
CCDC115	chr2
IMP4	chr2
PTPN18	chr2
FAR2P2	chr2
KLF2P2	chr2
CYP4F62P	chr2
POTEI	chr2
RNU6-473P	chr2
AC013269.3	chr2
Metazoa_SRP	chr2
CFC1B	chr2
AC013269.4	chr2
AC013269.5	chr2
TISP43	chr2
AC140481.4	chr2
CFC1	chr2
Metazoa_SRP	chr2
POTEJ	chr2
RNU6-848P	chr2
CYP4F30P	chr2
FAR2P3	chr2
KLF2P3	chr2
GPR148	chr2
AC140481.8	chr2
AMER3	chr2
CYCSP8	chr2
AC133785.1	chr2
ARHGEF4	chr2
FAM168B	chr2
PLEKHB2	chr2
NEK2P4	chr2
AC009477.7	chr2
NF1P8	chr2
MED15P8	chr2
POTEE	chr2
RNU6-127P	chr2
FAR2P4	chr2
KLF2P4	chr2
ARHGAP42P1	chr2
AC073869.2	chr2
WTH3DI	chr2
RP11-109E12.5	chr2
MTCYBP10	chr2
MTND6P10	chr2
MTND5P23	chr2
MTND4P21	chr2
RP11-109E12.7	chr2
RP11-109E12.6	chr2
MTCO3P18	chr2
MTATP6P4	chr2
MTCO2P18	chr2
MTCO1P18	chr2
MTND2P18	chr2
MTND1P26	chr2
MED15P3	chr2
RP11-109E12.4	chr2
LINC01120	chr2
GNAQP1	chr2
NOC2LP2	chr2
RHOQP2	chr2
RP11-109E12.1	chr2
MZT2A	chr2
TUBA3D	chr2
MIR4784	chr2
AC093838.4	chr2
CCDC74A	chr2
MED15P4	chr2
POTEKP	chr2
RNU6-617P	chr2
RP11-433A19.2	chr2
LINC01087	chr2
GRAMD4P8	chr2
C2orf27A	chr2
AC093724.2	chr2
C2orf27B	chr2
RP11-788A1.1	chr2
AC103564.7	chr2
AC103564.6	chr2
AJ239322.3	chr2
AJ239322.1	chr2
LINC01945	chr2
AC093787.1	chr2
RP11-629P16.1	chr2
AC098826.4	chr2
AC098826.5	chr2
ANKRD30BL	chr2
RNA5-8SP5	chr2
MIR663B	chr2
CDC27P1	chr2
AC097532.2	chr2
ZNF806	chr2
RP11-725P16.2	chr2
FAM201B	chr2
RNU6-175P	chr2
GPR39	chr2
YBX1P7	chr2
RN7SKP103	chr2
LYPD1	chr2
AC010974.3	chr2
NCKAP5	chr2
AC016909.2	chr2
AC016909.1	chr2
RP11-575M22.1	chr2
AC010890.1	chr2
RNU6-579P	chr2
RN7SKP154	chr2
NCKAP5-IT1	chr2
AC011243.1	chr2
RN7SKP93	chr2
MGAT5	chr2
MIR3679	chr2
RNA5SP104	chr2
EDDM3CP	chr2
TMEM163	chr2
CCNT2-AS1	chr2
VDAC2P4	chr2
AC110620.1	chr2
ACMSD	chr2
MIR5590	chr2
CCNT2	chr2
MAP3K19	chr2
RAB3GAP1	chr2
SNORA40	chr2
ZRANB3	chr2
AC064850.4	chr2
R3HDM1	chr2
RNU6-512P	chr2
MIR128-1	chr2
UBXN4	chr2
LCT	chr2
Y_RNA	chr2
AC011893.3	chr2
MCM6	chr2
AC011999.1	chr2
DARS	chr2
DARS-AS1	chr2
AC068492.1	chr2
CXCR4	chr2
HNRNPKP2	chr2
RP11-1193F23.1	chr2
UBBP1	chr2
RN7SKP141	chr2
SMC4P1	chr2
THSD7B	chr2
RNA5SP105	chr2
Y_RNA	chr2
HNMT	chr2
LINC01832	chr2
AC097523.1	chr2
YWHAEP5	chr2
AC097523.3	chr2
AC097721.1	chr2
AC097721.2	chr2
AC114763.1	chr2
SPOPL	chr2
AC092620.2	chr2
RP11-231E19.1	chr2
AC092620.3	chr2
NXPH2	chr2
RN7SKP286	chr2
YY1P2	chr2
AHCYP4	chr2
AC062021.1	chr2
AC016710.1	chr2
SNORA72	chr2
MRPS18BP2	chr2
AC012497.2	chr2
AC078851.1	chr2
RN7SL283P	chr2
LINC01853	chr2
MTCO1P44	chr2
MTND2P19	chr2
MTND1P27	chr2
LRP1B	chr2
uc_338	chr2
MIR7157	chr2
AC117947.1	chr2
AC010740.1	chr2
Y_RNA	chr2
RNU6-904P	chr2
AC068287.1	chr2
AC078882.1	chr2
UBE2V1P14	chr2
AC013444.1	chr2
KYNU	chr2
RP11-470B22.1	chr2
ARHGAP15	chr2
MTCYBP11	chr2
MTND6P11	chr2
MTND5P24	chr2
MTND4P22	chr2
MTND4LP12	chr2
MTND3P9	chr2
MTCO3P5	chr2
RP11-190J23.2	chr2
MTCO2P5	chr2
RP11-190J23.1	chr2
AC096558.1	chr2
RP11-570L15.2	chr2
RP11-570L15.1	chr2
AC079584.3	chr2
AC092652.1	chr2
RP11-434H14.1	chr2
CTD-2252P21.1	chr2
AC079584.2	chr2
Y_RNA	chr2
AC016910.1	chr2
GTDC1	chr2
ZEB2	chr2
RP11-107E5.4	chr2
RP11-107E5.3	chr2
ZEB2-AS1	chr2
LINC01412	chr2
TEX41	chr2
AC023128.1	chr2
VIS1	chr2
AC023128.2	chr2
LINC01966	chr2
AC064865.1	chr2
RPL6P5	chr2
AC092484.1	chr2
AC079163.1	chr2
AC079248.1	chr2
RP11-24J11.1	chr2
AC062031.1	chr2
RNU7-2P	chr2
RPL17P12	chr2
AC093084.1	chr2
PABPC1P2	chr2
RP11-638D14.1	chr2
LINC01911	chr2
AC062032.1	chr2
RNU6-692P	chr2
Y_RNA	chr2
RNU6-715P	chr2
RNA5SP106	chr2
AC009480.4	chr2
ACVR2A	chr2
RNU6-1275P	chr2
AC009480.3	chr2
ORC4	chr2
MBD5	chr2
RP11-567F11.1	chr2
RP11-567F11.2	chr2
SNORA48	chr2
AC019070.1	chr2
RPS29P8	chr2
EPC2	chr2
RNU2-9P	chr2
UBBP3	chr2
AC105402.4	chr2
AC105402.2	chr2
AC105402.3	chr2
KIF5C	chr2
LYPD6B	chr2
TXNP5	chr2
FAM8A3P	chr2
LYPD6	chr2
AC007394.3	chr2
MMADHC	chr2
AC144449.1	chr2
RNU6-601P	chr2
LINC01931	chr2
LINC01818	chr2
LINC01817	chr2
RND3	chr2
LINC01920	chr2
AC104777.3	chr2
AC104777.1	chr2
AC104777.4	chr2
AC023469.2	chr2
AC023469.1	chr2
AC018731.3	chr2
FABP5P10	chr2
RBM43	chr2
NMI	chr2
TNFAIP6	chr2
RN7SL124P	chr2
RIF1	chr2
NEB	chr2
ARL5A	chr2
CACNB4	chr2
AC079790.2	chr2
STAM2	chr2
RPL30P2	chr2
Y_RNA	chr2
FMNL2	chr2
AC012066.1	chr2
RP11-17G11.1	chr2
PRPF40A	chr2
ARL6IP6	chr2
AC009969.1	chr2
UBQLN4P2	chr2
ATP5F1P4	chr2
AC011901.2	chr2
AC079150.2	chr2
LINC01850	chr2
RPL23AP29	chr2
AC012501.3	chr2
AC012501.2	chr2
SNORD56	chr2
RPRM	chr2
DNAJA1P2	chr2
GALNT13	chr2
PHBP4	chr2
AC009227.2	chr2
AC009227.3	chr2
RNA5SP107	chr2
AC061961.2	chr2
KCNJ3	chr2
CBX3P6	chr2
AC092625.1	chr2
RNU6-1001P	chr2
MTCO1P45	chr2
MTND2P20	chr2
ATP5A1P2	chr2
MTND4P28	chr2
MTND5P30	chr2
MTND6P9	chr2
MTCYBP9	chr2
RNU6-546P	chr2
LINC01876	chr2
AC073551.1	chr2
RP11-605B16.1	chr2
NR4A2	chr2
GPD2	chr2
LINC01958	chr2
RPLP0P7	chr2
CDK7P1	chr2
GALNT5	chr2
RN7SKP281	chr2
ERMN	chr2
FAM133DP	chr2
CYTIP	chr2
ACVR1C	chr2
AC019186.1	chr2
ACVR1	chr2
UPP2	chr2
RP11-546J1.1	chr2
RNU6-436P	chr2
RP11-1152H14.1	chr2
AC005539.2	chr2
RNU6-932P	chr2
PTP4A1P1	chr2
UPP2-IT1	chr2
CCDC148-AS1	chr2
CCDC148	chr2
HNRNPDLP2	chr2
RN7SL393P	chr2
PKP4	chr2
AC005042.2	chr2
PKP4-AS1	chr2
AC005042.5	chr2
AC005042.3	chr2
DAPL1	chr2
OR7E89P	chr2
OR7E28P	chr2
OR7E90P	chr2
RNU2-21P	chr2
TANC1	chr2
BTF3L4P2	chr2
RNU6-580P	chr2
GSTM3P2	chr2
MIR6888	chr2
WDSUB1	chr2
BAZ2B	chr2
AC008277.1	chr2
RP11-311B14.1	chr2
Y_RNA	chr2
AC009506.1	chr2
AC009961.3	chr2
AC009961.2	chr2
MARCH7	chr2
CD302	chr2
LY75	chr2
AC009961.5	chr2
PLA2R1	chr2
ITGB6	chr2
RBMS1	chr2
RP11-20F18.1	chr2
RN7SL423P	chr2
AC009313.2	chr2
AC009313.1	chr2
TANK	chr2
AC009299.2	chr2
LINC01806	chr2
AC009299.4	chr2
PSMD14	chr2
AC009299.5	chr2
RNA5SP108	chr2
TBR1	chr2
AC009487.4	chr2
AC009487.5	chr2
SLC4A10	chr2
RP11-334E15.1	chr2
AC009487.6	chr2
snoU13	chr2
AC062022.1	chr2
KRT18P46	chr2
RPEP5	chr2
DPP4	chr2
AC008063.2	chr2
TIMM8AP1	chr2
EIF3EP2	chr2
AC008063.3	chr2
GCG	chr2
AC007750.5	chr2
FAP	chr2
IFIH1	chr2
GCA	chr2
KCNH7	chr2
RNA5SP109	chr2
AC007740.1	chr2
RPL7P61	chr2
RNU6-627P	chr2
FIGN	chr2
AC092684.1	chr2
PRPS1P1	chr2
CYP2C56P	chr2
GRB14	chr2
RP11-452N17.1	chr2
COBLL1	chr2
AC019181.3	chr2
SNORA70F	chr2
AC013463.2	chr2
RNA5SP110	chr2
RNA5SP111	chr2
SLC38A11	chr2
SCN3A	chr2
SCN2A	chr2
MAPRE1P3	chr2
CSRNP3	chr2
GALNT3	chr2
AC009495.2	chr2
AC009495.4	chr2
AC009495.3	chr2
TTC21B	chr2
TTC21B-AS1	chr2
AC010127.3	chr2
SCN1A	chr2
Y_RNA	chr2
RN7SKP152	chr2
SCN9A	chr2
SCN7A	chr2
RP11-646I19.1	chr2
XIRP2	chr2
AC092601.1	chr2
XIRP2-AS1	chr2
AC074363.1	chr2
RNU7-148P	chr2
CTAGE14P	chr2
AC016723.4	chr2
B3GALT1	chr2
STK39	chr2
AC067940.1	chr2
RN7SL813P	chr2
CERS6	chr2
MIR4774	chr2
RNU6-766P	chr2
CERS6-AS1	chr2
NOSTRIN	chr2
SPC25	chr2
G6PC2	chr2
ABCB11	chr2
DHRS9	chr2
AC007556.3	chr2
UBE2V1P6	chr2
LRP2	chr2
BBS5	chr2
KLHL41	chr2
FASTKD1	chr2
AC093899.3	chr2
PPIG	chr2
CCDC173	chr2
AC016772.4	chr2
PHOSPHO2	chr2
KLHL23	chr2
SNORA51	chr2
PTCHD3P2	chr2
AC009967.3	chr2
SSB	chr2
METTL5	chr2
UBR3	chr2
AC092641.2	chr2
RNU6-1006P	chr2
MYO3B	chr2
AC012594.1	chr2
HMGB1P4	chr2
AC007277.3	chr2
uc_338	chr2
LINC01124	chr2
SP5	chr2
AC007405.4	chr2
EIF2S2P4	chr2
AC007405.6	chr2
Y_RNA	chr2
ERICH2	chr2
GAD1	chr2
AC007405.8	chr2
GORASP2	chr2
TLK1	chr2
METTL8	chr2
AC008065.1	chr2
DCAF17	chr2
DAP3P2	chr2
AC007969.4	chr2
AC007969.5	chr2
CYBRD1	chr2
RPL21P38	chr2
DYNC1I2	chr2
SLC25A12	chr2
RNU6-182P	chr2
HAT1	chr2
METAP1D	chr2
DLX1	chr2
DLX2	chr2
DLX2-AS1	chr2
AC104088.1	chr2
RP11-227L6.1	chr2
ITGA6	chr2
AC078883.4	chr2
AC078883.3	chr2
AC093818.1	chr2
PDK1	chr2
Y_RNA	chr2
AC018712.2	chr2
RAPGEF4-AS1	chr2
snoU13	chr2
RAPGEF4	chr2
ALDH7A1P2	chr2
MAP3K20	chr2
MAP3K20-AS1	chr2
RP11-1O7.1	chr2
AC092573.2	chr2
CDCA7	chr2
AC073465.1	chr2
AC073465.2	chr2
AC073465.3	chr2
AC013410.1	chr2
AC013410.2	chr2
RP11-796E10.1	chr2
RPL5P7	chr2
AC106900.6	chr2
SP3	chr2
RP11-394I13.2	chr2
RP11-394I13.3	chr2
LINC01960	chr2
RPSAP24	chr2
OLA1	chr2
RP11-451F14.1	chr2
RN7SL65P	chr2
Y_RNA	chr2
AC013467.1	chr2
HNRNPA1P39	chr2
LINC01305	chr2
RP11-572N21.1	chr2
SP9	chr2
CIR1	chr2
SCRN3	chr2
GPR155	chr2
AC010894.3	chr2
AC010894.4	chr2
RP11-483E17.1	chr2
AC018890.6	chr2
RNU6-5P	chr2
WIPF1	chr2
AC010894.5	chr2
H3F3AP4	chr2
CHRNA1	chr2
CHN1	chr2
RNU6-763P	chr2
RNU6-1290P	chr2
RP11-6C10.1	chr2
ATF2	chr2
uc_338	chr2
MIR933	chr2
AC096649.2	chr2
ATP5G3	chr2
AC096649.3	chr2
EXTL2P1	chr2
AC016751.3	chr2
AC016751.2	chr2
LNPK	chr2
EVX2	chr2
HOXD13	chr2
HOXD12	chr2
HOXD11	chr2
HOXD10	chr2
HOXD-AS2	chr2
HOXD9	chr2
HOXD8	chr2
HOXD3	chr2
MIR10B	chr2
HOXD4	chr2
RP11-387A1.5	chr2
HAGLR	chr2
HAGLROS	chr2
HOXD1	chr2
RP11-387A1.6	chr2
AC016739.2	chr2
RPSAP25	chr2
MTX2	chr2
AC073069.2	chr2
AC017048.1	chr2
AC017048.2	chr2
MIR1246	chr2
RP11-324L17.1	chr2
LINC01116	chr2
LINC01117	chr2
RNU6ATAC14P	chr2
AC092162.1	chr2
FUCA1P1	chr2
AC092162.2	chr2
RP11-632P5.1	chr2
AC073636.1	chr2
RNU6-187P	chr2
AC079305.11	chr2
RNA5SP112	chr2
AC079305.8	chr2
AC079305.5	chr2
Y_RNA	chr2
KRT8P40	chr2
HNRNPA3	chr2
NFE2L2	chr2
DNAJC19P5	chr2
MIR3128	chr2
AC079305.10	chr2
AC074286.1	chr2
RP11-337N6.2	chr2
RP11-337N6.1	chr2
MIR6512	chr2
RP11-337N6.3	chr2
AC019080.1	chr2
snoU13	chr2
AGPS	chr2
TTC30B	chr2
AC073834.3	chr2
TTC30A	chr2
PDE11A	chr2
AC012499.1	chr2
AC011998.1	chr2
API5P2	chr2
AC011998.2	chr2
RNU6-629P	chr2
CYCTP	chr2
AC011998.4	chr2
RBM45	chr2
RNU5E-9P	chr2
OSBPL6	chr2
AC009948.5	chr2
PRKRA	chr2
DFNB59	chr2
AC009948.7	chr2
FKBP7	chr2
PLEKHA3	chr2
TTN-AS1	chr2
TTN	chr2
RP11-65L3.4	chr2
RP11-65L3.2	chr2
RP11-65L3.3	chr2
RP11-171I2.5	chr2
RP11-171I2.2	chr2
RP11-171I2.4	chr2
RP11-171I2.3	chr2
RP11-171I2.1	chr2
CCDC141	chr2
RNU7-104P	chr2
RPS6P2	chr2
SESTD1	chr2
AC093911.1	chr2
AC068042.1	chr2
ZNF385B	chr2
AC092642.1	chr2
MIR1258	chr2
SNORA43	chr2
CWC22	chr2
RP11-512G4.1	chr2
AC009478.1	chr2
SCHLAP1	chr2
RP11-739A13.1	chr2
FTH1P20	chr2
AC104076.2	chr2
UBE2E3	chr2
AC104076.3	chr2
AC068196.1	chr2
LINC01934	chr2
MIR4437	chr2
AC020595.1	chr2
ITGA4	chr2
CERKL	chr2
NEUROD1	chr2
AC013733.3	chr2
AC013733.4	chr2
SAP18P2	chr2
RNU6ATAC19P	chr2
RP11-366L5.1	chr2
SSFA2	chr2
PPP1R1C	chr2
KRT18P29	chr2
RNA5SP113	chr2
PDE1A	chr2
RN7SL267P	chr2
DNAJC10	chr2
Y_RNA	chr2
FRZB	chr2
RNU6-1122P	chr2
NCKAP1	chr2
Y_RNA	chr2
SNORA77	chr2
KRT8P10	chr2
DUSP19	chr2
AC064871.3	chr2
NUP35	chr2
RP11-438L19.1	chr2
LIN28AP1	chr2
CACYBPP2	chr2
AC093639.1	chr2
MIR548AE1	chr2
RP11-363K21.1	chr2
ZNF804A	chr2
RPL23AP33	chr2
AC080125.1	chr2
U8	chr2
AC007966.1	chr2
FSIP2	chr2
FSIP2-AS1	chr2
RPL21P32	chr2
LINC01473	chr2
AC104058.1	chr2
RPL23AP35	chr2
RP11-410E4.1	chr2
MED28P3	chr2
ZC3H15	chr2
DPRXP1	chr2
ITGAV	chr2
AC017101.10	chr2
FAM171B	chr2
ZSWIM2	chr2
AC018735.1	chr2
AC007319.1	chr2
RN7SKP42	chr2
RNU6-989P	chr2
CALCRL	chr2
GAPDHP59	chr2
TFPI	chr2
LINC01090	chr2
ST13P2	chr2
AC104131.1	chr2
RNA5SP114	chr2
GULP1	chr2
MIR561	chr2
AC079613.1	chr2
DIRC1	chr2
COL3A1	chr2
MIR3606	chr2
COL5A2	chr2
AC133106.2	chr2
MIR3129	chr2
KRT18P19	chr2
WDR75	chr2
AC013439.4	chr2
SLC40A1	chr2
RP11-88L20.1	chr2
ASNSD1	chr2
ANKAR	chr2
OSGEPL1	chr2
OSGEPL1-AS1	chr2
RP11-455J20.3	chr2
ORMDL1	chr2
PMS1	chr2
C2orf88	chr2
AC019178.3	chr2
HNRNPCP2	chr2
AC019178.2	chr2
MSTN	chr2
HIBCH	chr2
INPP1	chr2
MFSD6	chr2
RP11-647K16.1	chr2
NEMP2	chr2
AC093388.3	chr2
RN7SKP179	chr2
RP11-284E5.1	chr2
NAB1	chr2
AC006460.2	chr2
AC005540.3	chr2
GLS	chr2
STAT1	chr2
AC067945.3	chr2
AC067945.2	chr2
AC067945.4	chr2
STAT4	chr2
RNU6-959P	chr2
RP11-317J9.1	chr2
HMGB1P27	chr2
AC092614.2	chr2
MYO1B	chr2
RNU6-1045P	chr2
NABP1	chr2
uc_338	chr2
AC098872.3	chr2
SDPR	chr2
AC098617.1	chr2
DNAJB1P1	chr2
TMEFF2	chr2
AC013401.1	chr2
AC013401.2	chr2
PCGEM1	chr2
RPS17P8	chr2
AC092638.1	chr2
AC092638.2	chr2
AC074290.1	chr2
RP11-764E7.1	chr2
AC068135.1	chr2
GLULP6	chr2
HNRNPA1P47	chr2
LINC01821	chr2
AC106883.1	chr2
Metazoa_SRP	chr2
SNORD59	chr2
LINC01790	chr2
AC010983.1	chr2
AC064834.1	chr2
RP11-762E8.1	chr2
RNU6-169P	chr2
LINC01825	chr2
LINC01827	chr2
SLC39A10	chr2
AHCYP5	chr2
RNU6-915P	chr2
DNAH7	chr2
E2F3P2	chr2
AC114760.1	chr2
STK17B	chr2
RP11-347P5.1	chr2
HECW2	chr2
AC020571.3	chr2
RN7SL820P	chr2
RP11-369J9.1	chr2
CCDC150	chr2
SCARNA16	chr2
GTF3C3	chr2
C2orf66	chr2
RP11-84A12.1	chr2
PGAP1	chr2
ANKRD44	chr2
HNRNPA3P15	chr2
AC017035.2	chr2
AC013264.2	chr2
ANKRD44-IT1	chr2
ATP5G2P3	chr2
AC010746.3	chr2
NPM1P46	chr2
SF3B1	chr2
SNORA4	chr2
RNU6-1029P	chr2
COQ10B	chr2
HSPD1	chr2
HSPE1	chr2
MOB4	chr2
AC020550.7	chr2
RFTN2	chr2
AC011997.1	chr2
MARS2	chr2
BOLL	chr2
PLCL1	chr2
AC109589.1	chr2
LINC01923	chr2
AC019330.1	chr2
AC018717.1	chr2
AC018717.2	chr2
RNU7-147P	chr2
SATB2	chr2
RP11-486F17.1	chr2
SATB2-AS1	chr2
LINC01877	chr2
SEPHS1P6	chr2
FTCDNL1	chr2
AC073043.1	chr2
AC108032.1	chr2
RN7SL717P	chr2
C2orf69	chr2
TYW5	chr2
MAIP1	chr2
SPATS2L	chr2
RNY4P34	chr2
KCTD18	chr2
SGO2	chr2
AOX1	chr2
AOX3P	chr2
LINC01792	chr2
AOX2P	chr2
RNU1-133P	chr2
AC007163.6	chr2
BZW1	chr2
RNU6-31P	chr2
BICD1P1	chr2
RNA5SP115	chr2
CLK1	chr2
Y_RNA	chr2
PPIL3	chr2
RNU6-312P	chr2
NIF3L1	chr2
RNU6-762P	chr2
ORC2	chr2
AC005037.3	chr2
FAM126B	chr2
HNRNPA1P35	chr2
RPL23AP30	chr2
NDUFB3	chr2
RNU6-1206P	chr2
Metazoa_SRP	chr2
RP11-13J8.1	chr2
RPL17P10	chr2
CFLAR	chr2
IMPDH1P10	chr2
CFLAR-AS1	chr2
RNU7-45P	chr2
AC007283.4	chr2
CASP10	chr2
MTND5P25	chr2
MTND4P23	chr2
MTND4LP13	chr2
CASP8	chr2
ALS2CR12	chr2
TRAK2	chr2
STRADB	chr2
AC007256.5	chr2
Y_RNA	chr2
ALS2CR11	chr2
MTCO2P16	chr2
MTATP6P16	chr2
MTCO3P16	chr2
MTND3P16	chr2
MTND4LP16	chr2
MTND4P29	chr2
MTND5P31	chr2
TMEM237	chr2
MPP4	chr2
RNU6-651P	chr2
ALS2	chr2
AC007279.2	chr2
CDK15	chr2
Y_RNA	chr2
UBE2V1P11	chr2
RNU6-440P	chr2
RP11-107N15.1	chr2
FZD7	chr2
KIAA2012	chr2
AC079354.3	chr2
AC079354.5	chr2
PSMA2P3	chr2
DAZAP2P1	chr2
SUMO1	chr2
AC079354.6	chr2
NOP58	chr2
SNORD70	chr2
SNORD70	chr2
SNORD11B	chr2
SNORD11	chr2
RN7SL753P	chr2
AC064836.3	chr2
RP11-686O6.1	chr2
RN7SL40P	chr2
RP11-686O6.2	chr2
BMPR2	chr2
RP11-27M5.1	chr2
AC073410.1	chr2
MTCO1P17	chr2
MTCO2P17	chr2
MTATP6P17	chr2
MTCO3P17	chr2
MTND3P17	chr2
MTND4LP17	chr2
MTND4P30	chr2
MTCO1P54	chr2
FAM117B	chr2
ICA1L	chr2
KRT8P15	chr2
WDR12	chr2
CARF	chr2
AC010900.2	chr2
RP11-544H14.1	chr2
NBEAL1	chr2
RPL7P14	chr2
SNORA1	chr2
AC023271.1	chr2
RPL23AP36	chr2
RPL12P16	chr2
CYP20A1	chr2
RN7SL670P	chr2
MRPL50P2	chr2
ABI2	chr2
RP11-363J17.1	chr2
RAPH1	chr2
AC125238.2	chr2
AC125238.3	chr2
CD28	chr2
KRT18P39	chr2
NPM1P33	chr2
RNU6-474P	chr2
CTLA4	chr2
ICOS	chr2
AC009965.1	chr2
AC009965.2	chr2
AC009498.1	chr2
DSTNP5	chr2
AC106901.1	chr2
AC016903.1	chr2
AC016903.2	chr2
PARD3B	chr2
AC008171.1	chr2
NRP2	chr2
AC007362.3	chr2
RN7SKP178	chr2
AC007679.1	chr2
AC007679.3	chr2
INO80D	chr2
Vault	chr2
Y_RNA	chr2
AC007679.4	chr2
AC007383.3	chr2
NDUFS1	chr2
EEF1B2	chr2
uc_338	chr2
snoZ196	chr2
SNORD51	chr2
SNORA41	chr2
GPR1	chr2
GPR1-AS	chr2
RN7SKP200	chr2
AC007383.6	chr2
HMGN1P6	chr2
RN7SKP260	chr2
ZDBF2	chr2
AC017081.2	chr2
HNRNPA1P51	chr2
ADAM23	chr2
AC010731.2	chr2
AC010731.3	chr2
AC010731.4	chr2
DYTN	chr2
AC010731.6	chr2
Y_RNA	chr2
MDH1B	chr2
FASTKD2	chr2
RP11-95H11.1	chr2
AC008269.2	chr2
CPO	chr2
KLF7	chr2
MIR2355	chr2
KLF7-IT1	chr2
MIR7845	chr2
AC007879.1	chr2
AC007879.2	chr2
AC007879.4	chr2
AC007879.3	chr2
MYOSLID	chr2
AC007879.5	chr2
LINC01802	chr2
MIR1302-4	chr2
CREB1	chr2
METTL21A	chr2
RPS29P9	chr2
LINC01857	chr2
RNU6-664P	chr2
PPP1R14BP2	chr2
Y_RNA	chr2
CCNYL1	chr2
FZD5	chr2
PLEKHM3	chr2
AC083900.1	chr2
RNU6-360P	chr2
AC093698.1	chr2
RNA5SP116	chr2
RPL12P17	chr2
CRYGEP	chr2
CRYGD	chr2
CRYGC	chr2
AC093698.4	chr2
CRYGB	chr2
CRYGA	chr2
C2orf80	chr2
RPSAP27	chr2
TPT1P2	chr2
IDH1	chr2
IDH1-AS1	chr2
PIKFYVE	chr2
MYL6BP1	chr2
PTH2R	chr2
AC012362.3	chr2
AC019185.2	chr2
AC019185.4	chr2
AC019185.3	chr2
RNA5SP117	chr2
HSPA8P6	chr2
CRYGFP	chr2
MEAF6P1	chr2
PKP4P1	chr2
MAP2	chr2
RNA5SP118	chr2
UNC80	chr2
SNAI1P1	chr2
RPE	chr2
KANSL1L	chr2
RP11-260M2.1	chr2
AC007038.7	chr2
AC006994.1	chr2
AC006994.2	chr2
ACADL	chr2
Y_RNA	chr2
MYL1	chr2
LANCL1-AS1	chr2
LANCL1	chr2
CPS1	chr2
CPS1-IT1	chr2
RP11-212J19.1	chr2
AC013404.1	chr2
ERBB4	chr2
RNA5SP119	chr2
